SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jul 11 14:33:59 CEST 2017
User: IPCE
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: HR+C0708
Integration Time (usec): 1000 (HR+C0708)
Spectra Averaged: 10 (HR+C0708)
Boxcar Smoothing: 0 (HR+C0708)
Correct for Electrical Dark: No (HR+C0708)
Strobe/Lamp Enabled: No (HR+C0708)
Correct for Detector Non-linearity: No (HR+C0708)
Correct for Stray Light: No (HR+C0708)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
188.76	0.418
189.23	0.832
189.70	-0.000
190.17	-0.000
190.64	0.544
191.12	0.403
191.59	0.357
192.06	0.305
192.53	0.263
193.01	-0.000
193.48	0.145
193.95	0.159
194.42	0.390
194.90	0.712
195.37	0.233
195.84	-0.000
196.31	0.729
196.78	0.807
197.26	0.074
197.73	0.313
198.20	1.073
198.67	-0.114
199.14	-0.441
199.62	0.101
200.09	0.378
200.56	0.276
201.03	0.308
201.50	0.368
201.97	0.497
202.45	0.345
202.92	0.328
203.39	0.428
203.86	0.446
204.33	0.274
204.80	0.581
205.28	0.354
205.75	0.241
206.22	0.355
206.69	0.272
207.16	0.236
207.63	0.348
208.11	0.390
208.58	0.352
209.05	0.627
209.52	0.358
209.99	0.413
210.46	0.456
210.93	0.371
211.41	0.558
211.88	0.736
212.35	0.297
212.82	0.373
213.29	0.650
213.76	0.401
214.23	0.334
214.70	0.540
215.18	0.654
215.65	0.584
216.12	0.307
216.59	0.417
217.06	0.778
217.53	0.325
218.00	0.350
218.47	0.743
218.94	0.428
219.41	0.421
219.89	0.466
220.36	0.530
220.83	0.643
221.30	0.350
221.77	0.469
222.24	0.573
222.71	0.390
223.18	0.470
223.65	0.856
224.12	0.539
224.59	0.492
225.06	0.512
225.54	0.814
226.01	0.570
226.48	0.676
226.95	0.813
227.42	0.855
227.89	0.750
228.36	0.926
228.83	0.957
229.30	1.040
229.77	0.985
230.24	1.382
230.71	1.183
231.18	1.144
231.65	1.192
232.12	1.358
232.59	1.435
233.06	1.292
233.53	1.423
234.00	1.451
234.47	1.612
234.94	1.528
235.41	1.740
235.88	1.737
236.35	1.677
236.82	1.835
237.29	1.753
237.76	1.807
238.23	1.773
238.70	1.871
239.17	2.277
239.64	2.157
240.11	2.032
240.58	1.955
241.05	1.955
241.52	2.180
241.99	2.006
242.46	2.246
242.93	2.303
243.40	2.003
243.87	2.307
244.34	2.344
244.81	2.109
245.28	2.142
245.75	2.391
246.22	2.137
246.69	2.187
247.16	2.327
247.63	2.406
248.10	2.510
248.57	2.114
249.04	2.264
249.51	2.225
249.98	2.239
250.45	2.166
250.92	2.157
251.39	2.102
251.85	1.971
252.32	1.877
252.79	1.791
253.26	1.693
253.73	1.592
254.20	1.515
254.67	1.454
255.14	1.348
255.61	1.305
256.08	1.247
256.55	1.190
257.02	1.141
257.49	1.103
257.95	1.065
258.42	1.039
258.89	1.002
259.36	0.973
259.83	0.955
260.30	0.931
260.77	0.908
261.24	0.889
261.71	0.866
262.17	0.851
262.64	0.842
263.11	0.829
263.58	0.811
264.05	0.795
264.52	0.789
264.99	0.769
265.46	0.758
265.92	0.755
266.39	0.740
266.86	0.729
267.33	0.723
267.80	0.714
268.27	0.703
268.74	0.698
269.20	0.686
269.67	0.683
270.14	0.669
270.61	0.665
271.08	0.660
271.55	0.651
272.01	0.646
272.48	0.638
272.95	0.633
273.42	0.628
273.89	0.626
274.36	0.620
274.82	0.616
275.29	0.609
275.76	0.601
276.23	0.601
276.70	0.601
277.16	0.596
277.63	0.594
278.10	0.593
278.57	0.586
279.04	0.581
279.50	0.579
279.97	0.581
280.44	0.577
280.91	0.572
281.38	0.570
281.84	0.570
282.31	0.567
282.78	0.569
283.25	0.569
283.72	0.565
284.18	0.564
284.65	0.565
285.12	0.564
285.59	0.566
286.05	0.563
286.52	0.565
286.99	0.562
287.46	0.564
287.92	0.561
288.39	0.567
288.86	0.560
289.33	0.557
289.79	0.560
290.26	0.561
290.73	0.557
291.20	0.553
291.66	0.554
292.13	0.550
292.60	0.548
293.07	0.545
293.53	0.539
294.00	0.532
294.47	0.530
294.93	0.527
295.40	0.517
295.87	0.512
296.34	0.507
296.80	0.503
297.27	0.495
297.74	0.485
298.20	0.481
298.67	0.477
299.14	0.471
299.60	0.464
300.07	0.452
300.54	0.445
301.01	0.440
301.47	0.426
301.94	0.422
302.41	0.418
302.87	0.408
303.34	0.407
303.81	0.402
304.27	0.388
304.74	0.384
305.21	0.379
305.67	0.375
306.14	0.375
306.61	0.362
307.07	0.357
307.54	0.351
308.01	0.347
308.47	0.344
308.94	0.340
309.40	0.334
309.87	0.332
310.34	0.329
310.80	0.327
311.27	0.324
311.74	0.318
312.20	0.321
312.67	0.315
313.13	0.310
313.60	0.308
314.07	0.310
314.53	0.305
315.00	0.303
315.47	0.304
315.93	0.302
316.40	0.299
316.86	0.298
317.33	0.298
317.80	0.295
318.26	0.293
318.73	0.291
319.19	0.293
319.66	0.289
320.13	0.288
320.59	0.286
321.06	0.284
321.52	0.283
321.99	0.283
322.45	0.283
322.92	0.283
323.39	0.277
323.85	0.274
324.32	0.275
324.78	0.274
325.25	0.272
325.71	0.270
326.18	0.267
326.64	0.269
327.11	0.266
327.58	0.268
328.04	0.264
328.51	0.261
328.97	0.262
329.44	0.259
329.90	0.257
330.37	0.253
330.83	0.258
331.30	0.252
331.76	0.252
332.23	0.250
332.69	0.249
