"wavelength","k"
795.42,672.820359505213
795.86,593.407825404537
796.3,622.669008557868
796.73,611.756792107328
797.17,624.014350312044
797.61,650.099032101349
798.04,620.912590156583
798.48,640.793751634964
798.91,625.994992339026
799.35,664.113008707351
799.79,633.805448634104
800.22,770.170783661572
800.66,696.625434433275
801.1,643.447064539034
801.53,570.275421353563
801.97,673.567771590867
802.4,573.489293321873
802.84,667.812698531335
803.28,574.946746888897
803.71,616.727082476924
804.15,617.437123958294
804.58,619.006689338167
805.02,648.71631974289
805.46,649.874808475653
805.89,586.867969655069
806.33,571.508651294892
806.76,624.64965058485
807.2,544.751298628499
807.63,528.046638514145
808.07,568.930079599387
808.51,656.750999663665
808.94,645.950895025973
809.38,632.460106879928
809.81,657.461041145035
810.25,643.222840913338
810.68,627.639298927463
811.12,641.204828282073
811.55,665.682574087223
811.99,605.814866026383
812.42,706.864980006727
812.86,686.572741881236
813.29,644.23184722897
813.73,646.511454090212
814.17,650.80907358272
814.6,641.503793116335
815.04,634.814454949737
815.47,674.987854553608
815.91,664.37460293733
816.34,545.685563735565
816.78,672.558765275234
817.21,631.750065398558
817.65,608.617661347584
818.08,590.679771291901
818.52,616.876564894054
818.95,575.395194140289
819.39,691.841997085093
819.82,699.540341567323
820.25,629.918905788707
820.69,581.486602638365
821.12,668.074292761314
821.56,582.047161702605
821.99,587.465899323592
822.43,645.577188983146
822.86,625.21020964909
823.3,697.223364101798
823.73,529.6535744983
824.17,603.049441309466
824.6,614.260622594267
825.04,563.885048021226
825.47,587.652752345005
825.9,736.01405134721
826.34,589.072835307747
826.77,616.913935498337
827.21,616.241264621249
827.64,603.012070705183
828.08,576.030494413095
828.51,550.992189543705
828.94,590.530288874771
829.38,615.680705557009
829.81,571.62076310774
830.25,565.903060652491
830.68,620.053066258081
831.11,564.520348294032
831.55,716.543966515939
831.98,574.348817220374
832.42,599.46186329833
832.85,599.686086924026
833.28,559.512687320154
833.72,604.693747897903
834.15,672.035576815277
834.58,631.899547815688
835.02,687.245412758324
835.45,626.293957173287
835.88,689.487649015284
836.32,569.378526850779
836.75,593.333084195971
837.19,522.328936058896
837.62,589.558653163422
838.05,490.676034231473
838.49,509.473448185657
838.92,634.403378302627
839.35,538.136701670466
839.79,580.851302365559
840.22,602.750476475204
840.65,614.709069845659
841.09,578.160618857207
841.52,615.157517097051
841.95,643.148099704772
842.39,623.678014873501
842.82,611.719421503046
843.25,647.370977988714
843.68,656.452034829403
844.12,602.152546806682
844.55,528.607197578385
844.98,672.222429836691
845.42,535.221794536418
845.85,575.245711723158
846.28,693.561044882096
846.71,556.074591726148
847.15,653.910833738182
847.58,514.481109159535
848.01,650.39799693561
848.45,712.993759109085
848.88,696.176987181883
849.31,643.633917560447
849.74,617.885571209686
850.18,629.657311558728
850.61,623.939609103479
851.04,635.038678575432
851.47,653.387645278224
851.91,671.288164729623
852.34,620.800478343734
852.77,687.095930341193
853.2,633.020665944168
853.64,768.376994656003
854.07,620.837848948017
854.5,654.209798572443
854.93,753.615605964348
855.36,733.92129750738
855.8,654.7329870324
856.23,662.057625471804
856.66,733.323367838858
857.09,584.737845210957
857.52,682.57408722299
857.96,718.150902500093
858.39,700.997795134347
858.82,580.813931761277
859.25,642.811764266228
859.68,713.965394820434
860.12,718.636720355768
860.55,672.371912253821
860.98,522.702642101722
861.41,555.028214806233
861.84,496.842183938114
862.27,644.568182667513
862.71,631.040023917187
863.14,592.06248365036
863.57,613.027392652939
864,596.434844351433
864.43,717.029784371613
864.86,620.202548675212
865.3,501.924586120557
865.73,521.992600620352
866.16,674.053589446541
866.59,582.607720766845
867.02,438.656153069995
867.45,666.841062819985
867.88,598.789192421241
868.31,482.94031914496
868.75,684.330505624276
869.18,632.796442318472
869.61,661.945513658956
870.04,575.507305953137
870.47,666.61683919429
870.9,721.962704136926
871.33,654.097686759594
871.76,701.857319032849
872.19,610.635673978848
872.62,669.531746328338
873.06,526.962890989947
873.49,574.498299637505
873.92,596.733809185694
874.35,611.009380021675
874.78,483.799843043462
875.21,710.901005269255
875.64,637.280914832392
876.07,684.81632347995
876.5,612.691057214395
876.93,611.831533315894
877.36,694.271086363466
877.79,505.923240778803
878.22,594.229978698755
878.65,557.681527710303
879.08,530.662580813932
879.51,646.660936507343
879.94,674.688889719346
880.37,602.713105870922
880.8,609.252961620389
881.23,671.960835606712
881.67,690.085578683807
882.1,547.030905489741
882.53,563.137635935573
882.96,636.907208789566
883.39,586.905340259352
883.82,604.693747897903
884.25,479.875929593781
884.68,509.884524832766
885.11,594.940020180126
885.54,587.652752345005
885.97,486.079449904705
886.39,590.418177061923
886.82,653.910833738182
887.25,675.922119660674
887.68,617.063417915467
888.11,515.751709705146
888.54,539.257819798946
888.97,660.226465861953
889.4,524.272207481595
889.83,638.551515378003
890.26,541.27583243021
890.69,652.154415336896
891.12,616.166523412683
891.55,582.159273515452
891.98,553.496020030644
892.41,538.435666504728
892.84,484.024066669158
893.27,595.463208640083
893.7,549.235771142419
894.13,583.39250345678
894.56,662.879778766022
894.98,552.001195859337
895.41,541.948503307298
895.84,482.716095519265
896.27,504.577899024627
896.7,506.670652864456
897.13,497.103778168092
897.56,513.322620426772
897.99,628.01300497029
898.42,555.999850517583
898.85,399.865465824582
899.27,540.341567323144
899.7,498.860196569378
