"wavelength","k"
804.58,348.817220374453
805.02,319.406554803991
805.46,356.552935460966
805.89,293.433984827535
806.33,339.25034567809
806.76,349.75148548152
807.2,352.180574759894
807.63,285.249822489629
808.07,281.62487387421
808.51,335.961732501214
808.94,350.386785754325
809.38,373.967637056691
809.81,390.59755596248
810.25,363.728091483239
810.68,422.437310811316
811.12,391.643932882395
811.55,414.141036660563
811.99,363.541238461826
812.42,311.222392466086
812.86,380.470122201876
813.29,375.275608206584
813.73,294.555102956015
814.17,391.980268320938
814.6,334.952726185582
815.04,276.318248066071
815.47,384.991965320079
815.91,403.976232295676
816.34,360.887925557756
816.78,394.596210620726
817.21,372.846518928211
817.65,306.924772973579
818.08,417.87809708883
818.52,430.8830673792
818.95,400.837101535932
819.39,357.748794798012
819.82,406.255839156919
820.25,374.341343099518
820.69,316.715871295639
821.12,418.625509174483
821.56,418.625509174483
821.99,388.430060914085
822.43,361.07477857917
822.86,401.322919391606
823.3,370.641653275533
823.73,275.981912627527
824.17,337.493927276804
824.6,365.633992301655
825.04,434.059568743227
825.47,308.270114727755
825.9,461.115886243881
826.34,319.780260846818
826.77,368.661011248552
827.21,352.890616241265
827.64,415.860084457566
828.08,303.524047983856
828.51,298.292163384282
828.94,365.858215927351
829.38,459.9947681154
829.81,364.58761538174
830.25,361.560596434844
830.68,351.507903882806
831.11,308.643820770582
831.55,394.371986995029
831.98,331.552001195859
832.42,410.553458649426
832.85,399.491759781756
833.28,410.030270189469
833.72,391.457079860981
834.15,490.003363354385
834.58,326.656452034829
835.02,312.306139990284
835.45,255.913898127733
835.88,437.086587690123
836.32,325.049516050674
836.75,351.246309652827
837.19,347.09817257745
837.62,299.786987555588
838.05,275.869800814679
838.49,362.046414290519
838.92,383.908217795882
839.35,363.167532418999
839.79,340.184610785156
840.22,278.224148884487
840.65,284.651892821107
841.09,333.756866848537
841.52,431.182032213461
841.95,412.534100676408
842.39,346.687095930341
842.82,414.776336933368
843.25,405.620538884113
843.68,455.547666205762
844.12,434.80698082888
844.55,355.020740685377
844.98,424.417952838297
845.42,411.450353152211
845.85,353.301692888374
846.28,426.062259426735
846.71,406.255839156919
847.15,378.937927426286
847.58,430.584102544938
848.01,432.975821219029
848.45,493.590941365521
848.88,536.081318434919
849.31,398.744347696102
849.74,393.848798535073
850.18,369.296311521357
850.61,318.958107552599
851.04,524.795395941552
851.47,416.644867147501
851.91,381.964946373183
852.34,448.223027766359
852.77,515.639597892298
853.2,351.84423932135
853.64,372.771777719646
854.07,386.26256586569
854.5,493.590941365522
854.93,442.580066519676
855.36,385.963601031428
855.8,447.438245076423
856.23,422.36256960275
856.66,618.371389065361
857.09,469.300048581785
857.52,443.663814043873
857.96,450.801599461863
858.39,342.501588250682
858.82,449.194663477709
859.25,355.319705519638
859.68,462.199633768078
860.12,458.948391195485
860.55,461.67644530812
860.98,382.226540603162
861.41,398.109047423297
861.84,293.135019993273
862.27,342.61370006353
862.71,478.45584663104
863.14,330.542994880227
863.57,346.986060764602
864,490.451810605777
864.43,482.37976008072
864.86,467.431518367652
865.3,359.393101386449
865.73,437.011846481557
866.16,535.894465413505
866.59,367.988340371464
867.02,339.511939908068
867.45,400.762360327366
867.88,478.642699652453
868.31,343.73481819201
868.75,445.420232445158
869.18,287.08098209948
869.61,586.157928173698
870.04,342.090511603572
870.47,394.110392765051
870.9,335.849620688367
871.33,484.210919690571
871.76,457.565678837027
872.19,380.993310661833
872.62,463.171269479427
873.06,371.276953548338
873.49,468.552636496132
873.92,505.474793527411
874.35,387.234201577039
874.78,394.297245786464
875.21,462.573339810904
875.64,457.864643671288
876.07,670.802346873949
876.5,393.923539743637
876.93,563.137635935573
877.36,328.711835270376
877.79,416.420643521806
878.22,359.766807429276
878.65,420.26981576292
879.08,348.144549497365
879.51,426.510706678127
879.94,479.165888112411
880.37,636.907208789566
880.8,467.655741993347
881.23,472.513920550095
881.67,561.717552972831
882.1,410.105011398034
882.53,412.534100676408
882.96,304.121977652378
883.39,490.451810605777
883.82,444.299114316678
884.25,434.358533577488
884.68,447.886692327815
885.11,490.638663627191
885.54,389.364326021151
885.97,289.098994730744
886.39,476.325722186928
886.82,361.971673081953
887.25,370.380059045555
887.68,412.646212489256
888.11,327.553346537613
888.54,404.200455921371
888.97,401.360289995889
889.4,407.489069098247
889.83,336.709144586867
890.26,385.066706528644
890.69,404.200455921372
891.12,501.924586120557
891.55,380.507492806158
891.98,378.564221383459
892.41,328.48761164468
892.84,322.956762210845
893.27,333.38316080571
893.7,401.547143017302
894.13,417.579132254568
894.56,434.508015994618
894.98,328.749205874659
895.41,304.159348256661
895.84,303.710901005269
896.27,246.720729474195
896.7,449.867334354796
897.13,273.253858514892
897.56,361.373743413431
897.99,325.086886654957
898.42,363.167532418999
898.85,353.750140139766
899.27,397.473747150491
899.7,366.381404387308
